Restaurant_address,Restaurant_name,online_order,book_table,Rating,Votes,location,restaurant_type,dish_liked,cuisines,Cost_for_two_people,reviews_list,listed_in_type,listed_in_city
"135/5, 15Th Cross, 3Rd Stage, Jp Nagar, Bangalore",Sardarji Londonwaley,No,No,0,0,Bannerghatta Road,Delivery,Not available,North Indian,450,Needs Improvement,Delivery,Brigade Road
"634, Near Delmia Circle, 13Th Cross, 8Th Main, 2Nd Stage, Jp Nagar, Bangalore",Apsara Ice Cream,No,No,4,65,Bannerghatta Road,Dessert Parlor,Panipuri,"Ice Cream, Desserts",200,Very Good Service,Delivery,Brigade Road
"725, 1St Floor, 24Th Main, 17Th Cross, Jp Nagar, Bangalore",Suji's Kitchen,No,No,0,0,JP Nagar,Quick Bites,Not available,"South Indian, North Indian",300,Needs Improvement,Delivery,MG Road
"9A, 2Nd Floor, 24Th Main, 6Th Phase, Jp Nagar, Bangalore",Delicious Night,No,No,0,0,JP Nagar,Delivery,Not available,"Biryani, Chinese, Fast Food",200,Needs Improvement,Delivery,Lavelle Road
"29Th Main Road, Ews Colony, Stage 2 Bengaluru, Karnataka",Zyksha,No,No,3.4,9,South Bangalore,Food Truck,Not available,Fast Food,200,Average Experience,Delivery,MG Road
"24Th Main Road, 18Th Cross, 5Th Phase, Jp Nagar, Bangalore",Biryani Times,No,No,3.5,16,JP Nagar,Quick Bites,Not available,Biryani,300,Good Food and Service,Delivery,Lavelle Road
"41, 7Th Main Road, New Extension, Abbaappa Layout, 2Nd Stage, Btm, Bangalore",Hotel Sri Annapoorneshwari Vegetarian,No,No,0,0,Bommanahalli,"Takeaway, Delivery",Not available,"Andhra, South Indian, Fast Food",200,Needs Improvement,Delivery,St. Marks Road
"21,7Th Main Road,Ns Palya, Btm 2Nd Stage, Btm, Bangalore",Papa Khan Rasoi,No,No,0,0,BTM,Other,Not available,"american, continental",300,Needs Improvement,Delivery,St. Marks Road
"25/20, 9Th A Main, Oppsite Tirumalagiri Venkateshwara Temple, Jp Nagar, Bangalore",Sambram,No,No,0,0,JP Nagar,Casual Dining,Not available,"Biryani, North Indian",800,Needs Improvement,Delivery,MG Road
"8Th Main Rd, Jeewan Griha Colony, 3Rd Phase, Jp Nagar, Bengaluru",Targaryen's Kitchen,Yes,No,3.6,43,JP Nagar,Casual Dining,Tandoori Chicken,"Chinese, North Indian, Mughlai",600,Good Food and Service,Delivery,St. Marks Road
"4, Sai Arcade,1St Floor, Wilson Garden Society, Kothnur Main Road, 7Th Phase, Jp Nagar, Bangalore",Sakshi,Yes,No,3,38,Bannerghatta Road,Casual Dining,Not available,"North Indian, Biryani, Chinese, Seafood",550,Average Experience,Delivery,Infantry Road
"251/1009, Near Vijaya Bank Layout, Bilekahalli, 4Th Stage, Btm, Bangalore",MK Dabbawala,No,No,3,22,Bannerghatta Road,Delivery,Not available,North Indian,400,Average Experience,Delivery,Residency Road
"910, 5Th Cross Road, Vijaya Bank Layout, Bilekahalli,Btm, Bangalore",Desi Vibes,Yes,No,3.7,46,BTM,Casual Dining,Malai Kofta,North Indian,400,Good Food and Service,Delivery,Residency Road
"44/1/A,1St, Cross,16Th Main, 2Nd Stage, Btm, Bangalore",Polar Bear,Yes,No,0,0,CV Raman Nagar,Dessert Parlor,Not available,Ice Cream,150,Needs Improvement,Delivery,MG Road
"114/512, Kothanur Main Road, 7Th Phase, Jp Nagar, Bangalore",Aman Chaat's And Fast Food Corner,Yes,No,0,0,Bannerghatta Road,Quick Bites,Not available,"North Indian, Chinese",150,Needs Improvement,Delivery,Church Street
"333, 4Th Cross, Kothnor Dinne Main Road, Nrupathunga Nagar, 8Th Phase, Jp Nagar, Bangalore",The French Loaf,Yes,No,2.9,25,Bannerghatta Road,"Bakery, Quick Bites",Not available,"Bakery, Desserts, Sandwich",400,Average Experience,Delivery,St. Marks Road
"3/85, 6Th Cross, 7Th Main, Stage 2, Btm Layout, Bengaluru",Kulfi & More,Yes,No,3.7,46,BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi","Ice Cream, Desserts, Juices",150,Good Food and Service,Delivery,Lavelle Road
"1, 33Rd Main Road, 6Th Phase, Jp Nagar, Bangalore",Dal Roti,Yes,No,3.7,117,JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",North Indian,150,Good Food and Service,Delivery,Ulsoor
"Near Big Bazaar, Kothnur Village Main Road, Nataraja Layout, Gaurav Nagar, 7Th Phase, Jp Nagar, Bangalore",Jhasaa,Yes,No,3.2,8,BTM,"Takeaway, Delivery",Not available,"Seafood, Salad, North Indian, Biryani, Chinese",500,Average Experience,Delivery,MG Road
"168, 16Th Main, 21St Cross, Mahadeshwara Nagar, 2Nd Stage, Btm, Bangalore",Wat-a-Biryani,Yes,No,0,0,Kumaraswamy Layout,Delivery,Not available,Biryani,500,Needs Improvement,Delivery,MG Road
"Sarrakari Kare,18Th Cross,24Th Main, 6Th Phase, Jp Nagar, Bangalore",Status,Yes,No,3.2,66,Bannerghatta Road,Casual Dining,Prompt Service,"North Indian, Chinese",600,Average Experience,Delivery,Church Street
"6Th Phase, 24Th Main Road",Juice Fresco & Pizza,Yes,No,3.4,12,JP Nagar,"Quick Bites, Beverage Shop",Not available,"Beverages, Pizza",300,Average Experience,Delivery,Ulsoor
"2, South R Complex, Oppsite To L&T South City, Arekere Mico Layout 2Nd Stage, South City, Phase 7, Jp Nagar",BMR Hyderabad Biryani,Yes,No,3.6,24,BTM,"Takeaway, Delivery",Not available,Biryani,400,Good Food and Service,Delivery,Cunningham Road
"46, 6Th Main, 3Rd Phase, Jp Nagar, Bangalore",Red Chilli,Yes,No,0,0,BTM,Quick Bites,Not available,"Chinese, Biryani",400,Needs Improvement,Delivery,Brookefield
"48/58, Shivani Building, Puttenahalli, 7 Phase, Jp Nagar, Bangalore",Dakshin Food Palace,Yes,No,3.7,42,JP Nagar,Casual Dining,Not available,"South Indian, North Indian, Chinese",450,Good Food and Service,Delivery,Whitefield
"138, 29Th Main, Dollars Colony, Btm 2Nd Stage, Bangalore, Bengaluru",Darjeeling Momo Adda,Yes,No,3.1,81,Bannerghatta Road,Quick Bites,Not available,"Chinese, Tibetan, North Indian, Momos",200,Average Experience,Delivery,Whitefield
"31, 7Th Phase, Jp Nagar, Bangalore",Bottle Breacher,No,Yes,4.1,1187,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","Italian, Continental",1200,Very Good Service,Delivery,Whitefield
"487, Ground Floor, 16Th Cross, 4Th Phase, Jp Nagar, Bangalore",Special Biriyani,Yes,No,2.9,4,JP Nagar,Quick Bites,Not available,"North Indian, Biryani",300,Average Experience,Delivery,Whitefield
"1, Chandru Complex, Rbi Layout, Phase 7, Jp Nagar, Bangalore",Ministry of Burger,Yes,No,0,0,Electronic City,Delivery,Not available,Continental,500,Needs Improvement,Delivery,Whitefield
"7Th Cross, Mico Layout, Btm 2Nd Stage, Btm, Bangalore",Delhi Food Factory,Yes,No,0,0,JP Nagar,Delivery,Not available,North Indian,500,Needs Improvement,Delivery,Whitefield
"28, 7Th Main, 6Th Cross, Ns Palya, Btm Layout Bangalore, Btm, Bangalore",The Tucck Box,Yes,No,3.4,7,JP Nagar,Quick Bites,Not available,"Chinese, South Indian",300,Average Experience,Delivery,Marathahalli
"Shop 45, 4Th Main Road, 2Nd Stage, Btm, Bangalore",Swad Plaza,Yes,No,3.4,6,BTM,Quick Bites,Not available,"North Indian, Chinese",400,Average Experience,Delivery,Whitefield
"12, 3Rd Floor, 15Th Main 17Th Cross, Rose Garden Road, Jp Nagar 5Th Phase, Bangalore",Just BiteLate Night,Yes,No,0,0,BTM,Delivery,Not available,"Sandwich, Fast Food, Burger, Rolls",300,Needs Improvement,Delivery,Whitefield
"14, 24Th Main, 6Th Phase, Jp Nagar, Bangalore",Sweet Chariot,Yes,No,2.8,25,Bannerghatta Road,Dessert Parlor,Not available,"Bakery, Desserts, Fast Food",500,Average Experience,Delivery,Whitefield
"3, Yadev Farm Oppsite Eshwar Layout, Konankunte Post, Jp Nagar, Bangalore",Sri Balaji Chats and Icecreams,Yes,No,0,0,Bommanahalli,Quick Bites,Not available,Fast Food,250,Needs Improvement,Delivery,Marathahalli
"Kothanur Dinne Main Road, 8Th Phase, Jp Nagar, Bangalore",Desi Aahar,Yes,No,0,0,BTM,Quick Bites,Not available,"North Indian, Chinese, Seafood",400,Needs Improvement,Delivery,"ITPL Main Road, Whitefield"
"739, Opp Gaurav Nagar Bus Stop Rbi Colony, 7Th Phase, Jp Nagar, Bangalore",Bhojan99,Yes,No,0,0,Bannerghatta Road,Quick Bites,Not available,Fast Food,200,Needs Improvement,Delivery,Brookefield
"3, Sr Complex, Arekere Mico Layout, Jp Nagar, Bangalore",Kesariya,No,Yes,4.2,1212,JP Nagar,Casual Dining,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",Rajasthani,1200,Very Good Service,Delivery,Whitefield
"No 32 2Nd Floor 18Th Main 15Th Cross 2Nd Phase, Jp Nagar, Bangalore",Swad Restaurant,Yes,No,3.7,115,BTM,Casual Dining,"Thali, Paratha, Dal Kichadi","Chinese, North Indian",550,Good Food and Service,Delivery,Brookefield
"21, 24Th Main Road, Kotak Mahandra Bank Building, Phase 6, Jp Nagar, Bangalore",Checkpost,Yes,No,4.1,952,JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles","South Indian, Seafood, Rolls, Beverages",400,Very Good Service,Delivery,Marathahalli
"1, 24Th Main Road, 1St Phase Girinagar, Kr Layout, Muneshwara T-Block, Jp Nagar, Bangalore",Nourich,No,Yes,0,0,JP Nagar,Casual Dining,Not available,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800,Needs Improvement,Delivery,Marathahalli
"6Th Phase, 6Th Crs Bangalore, Jp Nagar, Bangalore",Karavali Grand,Yes,Yes,0,0,JP Nagar,Casual Dining,Not available,"North Indian, Seafood",600,Needs Improvement,Delivery,Marathahalli
"15Th Cross Road, 4Th Phase, Jp Nagar, Bangalore",Nandhini Paradise,No,No,3.8,915,JP Nagar,Casual Dining,"Ghee Rice, Hyderabadi Biryani, Butter Naan, Chicken Guntur, Thali",North Indian,600,Good Food and Service,Delivery,Brookefield
"21/1, 19Th Cross Road, 2Nd Stage, Btm, Bangalore",New Kabab Plaza,Yes,No,3.7,135,BTM,Casual Dining,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice","North Indian, Chinese",500,Good Food and Service,Delivery,Whitefield
"115, 3Rd Main, Dollar'S Colony, 4Th Phase, Jp Nagar, Bangalore",Coastal Mama,No,Yes,4.1,466,JP Nagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Buttermilk","Konkan, Mangalorean, North Indian, Seafood",700,Very Good Service,Delivery,Whitefield
"954, 24Th Main, 2Nd Phase, Opposite Lic Building, Jp Nagar, Bangalore",Wudfyr,Yes,No,0,0,JP Nagar,Quick Bites,Not available,"Fast Food, Italian, North Indian, Steak",700,Needs Improvement,Delivery,Whitefield
"8, 7Th Main, 19Th Cross, 2Nd Stage, Btm, Bangalore",Waah Biryani,No,No,3.8,115,JP Nagar,Quick Bites,"Biryani, Butter Chicken, Chicken Wings, Tandoori Chicken, Chicken Grill, Arabian Grape Juice","North Indian, Chinese, Biryani",350,Good Food and Service,Delivery,Whitefield
"Shop 3/1, Sri Nidhi Lake View Appartment, Ishwar Layout, Jp Nagar, Bangalore",Rara Avis,No,No,3.9,61,JP Nagar,"Takeaway, Delivery",Chicken Curry,"Kerala, Seafood, Biryani, Desserts",400,Good Food and Service,Delivery,Whitefield
"Kothanuru Main Road, Puttenahalli Road, Nataraja Layout, Rbi East Layout, Jp Nagar, Bangalore",Chillz,No,No,3.5,9,JP Nagar,Quick Bites,Not available,"Fast Food, Juices, Street Food",100,Good Food and Service,Delivery,Whitefield
"18 Puttenahalli Main Road, Jp Nagar, Bangalore",Sri Lakshmi Curries & Pickles,No,No,2.9,60,JP Nagar,Casual Dining,Not available,"Andhra, Biryani",400,Average Experience,Delivery,Whitefield
"2A/16, 22Nd Main, Mosque Road, Vinayakanagar, Jp Nagar, Bangalore",Baskin Robbins,No,No,3.9,86,JP Nagar,Dessert Parlor,Mississippi Mud,Ice Cream,250,Good Food and Service,Delivery,Marathahalli
"203, Nanjundeshwara Layout, 5H Phase, Jp Nagar, Bangalore",The Punjabi Rasoi,No,No,0,0,JP Nagar,Casual Dining,Not available,North Indian,800,Needs Improvement,Delivery,Whitefield
"32, 1St Main Road, Royal Shelters, Devarachiknahalli, Bommanahalli, Bangalore",Royal Chef Naati Oota,No,No,4,193,JP Nagar,Casual Dining,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani","South Indian, Biryani, North Indian",500,Very Good Service,Delivery,Marathahalli
"7Th Phase, Wilson Garden, Near Brigade Millenium, Jp Nagar, Bangalore",The Crazy Wall,No,No,0,0,JP Nagar,Quick Bites,Not available,"Fast Food, Beverages, Sandwich",600,Needs Improvement,Delivery,Whitefield
"15 Cross, 24Th Main, Jp Nagar, Bangalore",Vasantha Grand,No,No,0,0,JP Nagar,Quick Bites,Not available,"South Indian, North Indian, Chinese",250,Needs Improvement,Delivery,Whitefield
"19,19Th Cross Rd, Ews Colony, Stage 2, Btm Layout, Bangalore",Cafe Hops,No,No,3.7,24,JP Nagar,Dessert Parlor,Not available,"Desserts, Bakery",300,Good Food and Service,Delivery,Marathahalli
"61, 8Th Cross, Dc Halli Main Road, Kaveri Nagar, Bommanahalli, Bangalore",Flow - Terrace Bar & Grill,No,No,3.8,82,JP Nagar,"Lounge, Bar","Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes","Pizza, Continental, North Indian, Chinese",1000,Good Food and Service,Delivery,Whitefield
"85, 7Th Main Nico Layout, Btm, Bangalore",Ningi Family Restaurant,No,No,3.5,10,JP Nagar,Quick Bites,Not available,"South Indian, Biryani, Chinese",400,Good Food and Service,Delivery,Whitefield
"Shop 39, 22Nd Cross, 24Th Main Road, Jp Nagar Phase 7, Bangalore",Lassi Corner,No,No,0,0,JP Nagar,Beverage Shop,Not available,"Beverages, Desserts",200,Needs Improvement,Delivery,Whitefield
"149, 3Rd Cross, 22Nd Main Road, 5Th Phase, Jp Nagar, Bangalore",Advika Briyani Center,No,No,3.4,8,JP Nagar,Delivery,Not available,Biryani,300,Average Experience,Delivery,Marathahalli
"12, Opposite Sobha Apartment, 5Th Phase, Jp Nagar, Bangalore",Chill Magic,No,No,0,0,JP Nagar,Beverage Shop,Not available,"Juices, Beverages",200,Needs Improvement,Delivery,Marathahalli
"15, 7Th Cross, Near Mother Teresa School, Iti Layout, Hosapalya Main Road, Hsr, Bangalore",Sai Jagannath Food and Chats Point,No,No,3.8,23,Bommanahalli,Quick Bites,Not available,"South Indian, Chinese",300,Good Food and Service,Delivery,Whitefield
"Shop 2, Ground Floor, 2Nd Phase, Opposite, R.V Dental College, Maranahallie, Jp Nagar, Bangalore",Joey's,No,No,3.7,43,BTM,Quick Bites,Not available,"Chinese, Fast Food",300,Good Food and Service,Delivery,Brookefield
"11, 2Nd Floor, 14Th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7Th Stage, Jp Nagar, Bangalore",Sree Krishna Kafe,No,No,3.9,115,JP Nagar,Quick Bites,"Vada, Pongal, Podi Idli, Masala Dosa, Podi Dosa, Idiyappam, Rice",South Indian,200,Good Food and Service,Delivery,Brookefield
"23 C, 7Th Main Road, 2Nd Stage, Btm, Bangalore",Dilish Kitchens,No,No,3.7,28,BTM,Casual Dining,Biryani,"North Indian, Chinese",500,Good Food and Service,Delivery,Brookefield
"Vaibhavi Complex, 4Th Main, Ns Palya, 2Nd Stage, Btm, Bangalore",Daily Bread,No,No,3.2,63,JP Nagar,"Bakery, Quick Bites","Pasta, Sandwiches, Cappuccino, Sandwich","Bakery, Fast Food, Italian",600,Average Experience,Delivery,Brookefield
"9Th Cross, 3Rd Phase, Opposite To Sneha Dentel Care, Jp Nagar, Bangalore",Shanmukha,No,No,3.1,39,JP Nagar,"Takeaway, Delivery",Not available,"Biryani, Seafood, Chinese, Charcoal Chicken",400,Average Experience,Delivery,Whitefield
"8/3, Opposite Suryadhoya Convention Hall, Bannerghatta Road, Bangalore",Jaganath Restaurant And Hotel,No,No,3.2,8,JP Nagar,Quick Bites,Not available,North Indian,300,Average Experience,Delivery,Whitefield
"3Rd Floor, Vega City Mall, Jedi Mara Circle, Bannerghatta Road, Bangalore 560 076.",Thayee Touch,No,No,3.6,30,JP Nagar,Casual Dining,Not available,"North Indian, Chinese, South Indian",450,Good Food and Service,Delivery,BTM
"795, 8Th Main, 3Rd Phase, Jp Nagar, Bangalore",Eten,No,No,3.8,32,JP Nagar,Delivery,Not available,"Salad, Healthy Food",600,Good Food and Service,Delivery,Koramangala 5th Block
"26/2, Dodda Kammanahalli, Bannerghatta Road, Bangalore",Owl's Kitchen,No,No,3.1,44,BTM,Delivery,Brownie,"North Indian, Chinese",500,Average Experience,Delivery,Koramangala 5th Block
"Near Royal Meenakshi Mall, Bannerghatta Road, Bangalore",Kakal Kai Ruchi,No,No,3.9,30,JP Nagar,Casual Dining,Not available,"South Indian, North Indian, Chinese",450,Good Food and Service,Delivery,Koramangala 5th Block
"Shop 31, Ground Floor, R R Complex, Begur Hulimavu Road, Opposite Village Hypermarket, Akshay Nagar, Bannerghatta Road, Bangalore",Blue Berry Restaurant,No,No,2.9,17,BTM,Casual Dining,Not available,"North Indian, Kerala, Chinese",600,Average Experience,Delivery,Koramangala 7th Block
"1, Cvs Reddy Building, Arakere Main Road, Near Muthut Finance, Bannerghatta Road, Bangalore",Bangali Babu Restaurant,No,No,0,0,BTM,Sweet Shop,Not available,"Mithai, Desserts, Fast Food",250,Needs Improvement,Delivery,JP Nagar
"Arshiya Lake View Residency, Mahadeshwara Nagar, Stage 2, Btm",Donne Biriyani Mane,No,No,0,0,JP Nagar,Quick Bites,Not available,"Biryani, Kebab",250,Needs Improvement,Delivery,BTM
"Near Bank Of India Atm, Ramka Colony, Bilekahalli, Marathahalli, Bangalore",Sri Brahmi Kuteera,No,No,0,0,JP Nagar,Quick Bites,Not available,South Indian,150,Needs Improvement,Delivery,Koramangala 5th Block
"14, Tank Shore Road, Kuvempu Nagar, Stage 2, Btm Layout, Bangalore",Deccan Spice,No,No,3.5,65,JP Nagar,Casual Dining,"Hyderabadi Biryani, Dum Ka Chicken, Rice","North Indian, South Indian, Biryani",750,Good Food and Service,Delivery,Koramangala 5th Block
"242, 7Th Main, Mico Layout, Btm, Bangalore",Desi Wok,No,No,2.7,76,BTM,Quick Bites,"Biryani, Manchow Soup, Naan","North Indian, Chinese",500,Average Experience,Delivery,Koramangala 5th Block
"Shop 397, Gottigere, Bannerghatta Road, Bangalore",Namana Garden,No,No,2.6,75,BTM,Quick Bites,Vada,"North Indian, South Indian, Chinese, Street Food",400,Average Experience,Delivery,Koramangala 5th Block
"21, 22, Saifee Apartment, 5Th Cross, 22Nd Main, Near Rizwan Mazjid, Vinayaka Nagar, 5Th Phase, Jp Nagar",Day N Night Kitchen,No,No,3.2,35,BTM,Delivery,Not available,"Biryani, Chinese, North Indian",450,Average Experience,Delivery,Koramangala 5th Block
"1599, Begur Cross, Devarachikanahalli Main Road, Bommanahalli, Bangalore",Andhra Grills,No,No,3,55,JP Nagar,Casual Dining,"Andhra Meal, Thali","Andhra, North Indian, Biryani",800,Average Experience,Delivery,Koramangala 5th Block
"Dr Br Ambedkar Road, Ramanashree Enclave,Behind Shanthiniketan School, Billekahalli, Bannerghatta Road, Bangalore",Appam Centre,No,No,3.2,4,JP Nagar,Quick Bites,Not available,Kerala,200,Average Experience,Delivery,Koramangala 4th Block
"1St Cross Road, Panduranga Nagar, Bannerghatta Road, Bengaluru",The Chef Restaurant,No,No,0,0,BTM,Casual Dining,Not available,"North Indian, Chinese, South Indian",600,Needs Improvement,Delivery,Koramangala 5th Block
"Hotel Crystal Castle, 294/10, 24Th Main, 5Th Phase, Jp Nagar, Bangalore",Sea Horse,No,No,3.4,9,JP Nagar,Casual Dining,Not available,"South Indian, Chinese",400,Average Experience,Delivery,Koramangala 3rd Block
"1346, Marenahalli Road, Ksrtc Layout, Near Bangalore Central Mall, 2Nd Phase, Jp Nagar, Bangalore",Sang Grail,No,No,3.6,34,JP Nagar,Quick Bites,Not available,Healthy Food,300,Good Food and Service,Delivery,Koramangala 5th Block
"6, 1St Cross, 2Nd Main Road, Navodaya Nagar, 7Th Phase, Jp Nagar, Bangalore",Spice Taj,No,No,0,0,BTM,Quick Bites,Not available,"North Indian, Chinese",300,Needs Improvement,Delivery,Koramangala 5th Block
"1260, Sy 35/4 Sjr Tower'S, 7Th Phase, 24Th Main Puttanhalli, Jp Nagar, Bangalore",Cakeship,No,No,0,0,JP Nagar,Bakery,Not available,"Bakery, Desserts",200,Needs Improvement,Delivery,Koramangala 1st Block
"Kitchens, No. 19,35/4, 24Th Main, Jp Nagar 7Th Phase, Puttenahalli, Jp Nagar, Bangalore",Hungry Hub,No,No,0,0,JP Nagar,"Takeaway, Delivery",Not available,Fast Food,300,Needs Improvement,Delivery,Koramangala 6th Block
"139, 72Nd Cross, Kumaraswamy Layout, Banashankari, Bangalore",Sweet Melts,No,No,0,0,JP Nagar,Dessert Parlor,Not available,"Desserts, Ice Cream",400,Needs Improvement,Delivery,BTM
"Number 63, 1551, 7Th Cross Road, Rk Colony, Near Post Office, Jp Nagar, Bangalore",Chat Junction,No,No,0,0,JP Nagar,Quick Bites,Not available,"Street Food, Fast Food",250,Needs Improvement,Delivery,Koramangala 7th Block
"Shop 1, Site 23/4, Chamundeshwari Complex, Chamundeshwari Layout, Shanthinikethan Main Road, Arekere, Bannerghatta Road, Bangalore",New Nandan Family Restaurant,No,No,0,0,JP Nagar,Casual Dining,Not available,"Andhra, Chinese, North Indian, South Indian",450,Needs Improvement,Delivery,Koramangala 7th Block
